id,review,sentiment
240549,arrived taxi giorgina woman contact booked athens airport highly recommended book taxi taxi rate euros flat mihalis driver exceptional great conversation bags provided incredible service provided bag keys soontobe apartment shampoos shower gels greek sim cards amazing luggage bags total taxi carry bit worry trip worked arrived bit confusing mind greece ground floor floor technically floor continues entering beautifully modern clean equipped tools stay comfortable kitchen equipment bed linens toilet paper netflix tvs brand equipment brand building enter misleading dont expect modern advertised beds comfortable double beds bedrooms comfortable spacious sofa bed settings washerdryer written greek dont understand giorgina apartment minutes arrived explain things needed water jugs filled fridge food drinks provided didnt utilize hefty breakfast menu deliver breakfast day person explain washerdryer told markets area complaint slippers left living room previous tenants house paying big cleaning fee place spotless neighbors annoying noise upstairs stay space beautiful giant bang buck recommend apartment,positive
148727,incredible stay hard choose stands perfect location walkable days athens metro public transport prompt communication great recommendations hosts love island cruise great price fuss free check amenities real high tech stuff espresso machine netflix towel heat rack totally impressed toasted towels pjs shower water heater kitchenette automated sound proof black shutters block noise downstairs comfortable space person lovely food downstairs absolutely enjoyed nice cheap food lukumades streetwok tylixto supper clean neat beautiful affordable apartment love view parthenon balcony sold recommending familyfriends travelling athens,positive
239848,nice clean place metro balcony spacious good meal flight delayed kindly welcomed night flexible check great,positive
104125,apartment nice includes location perfect explore athens foot close main sites close metro station airport great cafes restaurants athena great host communicable helpful late check flight delay problem,positive
127602,stratoss apartment excellent turned apartments sidebyside bhk bhk expected expecting bhk worked perfectly couple family location apartment fantastic mins walk psirri monastriaki neighborhoods mins walk acropolis neighborhood keramikos lot cool restaurants bars fantastic slight disappointment kitchen stocked oil salt sugar basics limited potspans matter family nice cook breakfast heading day omelettes bit stayed apartment santorini issue greek apartment thing recommend,positive
193813,perikliss place close subway easy access delicious cretan restaurant close place needed nice stay periklis mother understanding trouble exact check hour plane delayed gift honeymoon lovely amazing stay,positive
75996,place walkable main attractions central district airbnb checkin communication problem recommended fear heights case experience issues bed,neutral
102385,wonderful hosts dedicated finding lost coming metro walked apartment nice place dthe stay great,positive
89561,akis zo vriendelijk ons met auto halen aan het metrostation ons helpen met onze baggage hij zeer gastvrij vriendelijk communicatie verliep vlekkeloos het appartement niet zeer centraal gelegen maar dichtbij een metrostation waarmee je overal athene geraakt buurt rustig veilig het appartement dat eruit ziet zoals fotos omvat alles wat je kan nodig hebben slaapkamers living keuken badkamer airco gezellig balkon erg proper bedden waren nogal hard maar dat onze enige opmerking prijskwaliteitservice dit een uitstekende plek voor een citytrip athene raden het zeker aan,positive
47148,wonderful stay ralous driver arranged collect airport great received ralou driving unable personally meet apartment great perfect location ralous personal recommendation dinner night arrived great stones throw door incredibly affordable delicious fault stay recommending ralou athens,positive
166462,place big spacious double bed rooms room single beds total people stay nice clean comfortable rooms bathroom shower smaller bathroom wc eat drink water air bnb expecting atleast teacoffeewaterbiscuits check smooth city coming airport mentioned dont minutes person keys leave personally tone spoken rude host interaction helpful friendly offer suggestions city,positive
285202,report fraud unique studio basic room privacy room room transparent door curtain room imagine level privacy noise isolation lot pictures advertisement room showing host friendly case dislike thinks bit drunk evenings drink hard alcohol guests common area rooms exept stairs floor rooftop misinformation common areas bathroom kitchen toilet basically room kitchen couple times dirty dishes bad smell wireless unavailable couple days slow cheapest option mbit youll hot water remember turn boiler wait approx hour host turning reason good things location rooftop internet isnt rooftop,negative
337,great excellent experience staying apartment location excellent ermou street easy walking distance acropolis agora shopping districts quiet night street musicians pack night apartment clean wireless fast bed comfortable firm unit large lots space hang unit francis excellent host answered questions issue bathroom small highly recommend apartment,positive
224041,george helpful pickup airport cousin fee taxi door great location nice walking distance acropolis markets stars beds hard sore slept,positive
71442,kat ilarias place stunning ilaria arranged driver pick airport waited check felt terrible late didnt minded sweet kat checked pleasure communication kat ilaria quick respond messages extremely helpful showing providing tips check daily arrange taxi services place clean modern bathrooms bedrooms pictured roof terrace beautiful perfect mini photo shoot athens kat ilarias place ladies,positive
238178,short amazing time marioss place athens lovely room kitchen balcony great addition amenities hairdryer towels cutlery dish washing detergent issue detracted star review arrived expecting beds advertised listing case friend share bed luckily large comfortable great stay host quick replies caring,positive
148686,place ive star rating communication dcor notch pictures bedrooms bathrooms nice size unit maintained instructions provided issue operatinv unit interior modern overkill stay airbnb stays feel touches hotel list things area food gym cafe lot thought house dont alarmed location building safe area pros great communication great hospitality clean modern flatware dishes provided bottles water provided public transportation nearby spa amenities robe slippers bath gel lotion towel warmer cons location sketchy takes heat fully kickin walking distance main attractionsdowntown area uber drivers difficulty locating building stay woukd giggly recommend,positive
113658,communication nik arrival quick complete apartment bed bit hard personal opinion ofcourse sleeping coach children perfect location apartment perfect walking,positive
243033,ioannis great helpful host unfortunatelly arrived athens mother wallet stolen subway arrived house hours late meeting bad event eventually pick police station car night day embassy star host recommend athens tourist honest choose ioannis,positive
6613,apartment equiped clean cold days heating warm water supply apartment problem staying apartment close monastiraki reach main sights athens walking distance dimitris helpful requests recommend dimitris host,positive
15031,isabellas apartment stylish delightful caughtup bad weather glad lovely space hang wet trip athens,positive
89668,akis marietta kind helpful friendly people friend health problems stay akis provided basic pharmacy hospital suggested contact doctor friends condition didnt improve issue amazing time,neutral
184094,located metro tube station mins paul nice clear directions needed flat airconditioning cold evening time,positive
119604,yiorgos apartment excellent location awesome rooftop view acropolis close met walked map city showing shopping dining nightlife areas left selfie stick guide book borrow issues minor fixed easily bathroom clean decided shower tub needed good scrub sink bar soap open mini shampoo bottles left previous guests curtains windows group female travelers didnt feel comfortable changing spending time bedroom main room light night heads washing machine connected listed amenity told red bucket laundry fashioned stay safe close yiorgos communication good store bags apartment checkout accommodate flight athens recommend check small things fixed book youll love stay,positive
178297,romina wonderful host warm friendly welcoming apartment great location walking distance tourist areas comfortable needed stay folder restaurants itineraries trips athens suggestions disappointed friends collected dropped airport equally friendly informative,positive
91093,adam lovely host approachable easy contact effort guests apartment apartment finished great standard comfortable space separate focus work good wifi greatly appreciated proper heating apartment cold real hot shower cold snaps athens location good acropolis nice walk abundance shops supermarket youve asked adam directions stayed longer feel,positive
31688,athens honeymoon happier juls apartment wonderful hospitality views balcony apartment incredible photos room laid excellent space awesome wake perfect view acropolis high windows level loft bed location great subway minutes foot walked city highly recommend juls apartment disappointed,positive
29398,airbnb experiences jim hospitality picked airport helped bus station bus port left arrived jim apartment introduced friend cafe corner care breakfast oriented neighborhood tips eat felt introduction greece apartment comfortable easily location plaka main sites walked traveled athens week currency crisis didnt issues notice ordinary worried traveling athens dont jim,positive
266347,place big clean super central located aspasia thoughtful person flexible delay check easy reached walked athens city center monuments metro min walking distance airport area places coffee snacks totally recommend place,positive
71610,beautiful apartment minutes acropolis area apartment clean tidy felt stay communication litsa fast easy flexible checking flight delayed definetly recommend place stay athens,positive
86801,loukas place pictures views parthenon night outstanding apartment modern clean located eclectic area bit overwhelming night loukas restaurants recommendations nearby authentic good price good food loukas responsive forgot send check details asked night arrival silly mistake big deal big deal days stay woke heavy construction noises coming nearbyinside building morning construction noises loud vibrations noticeable bed impossible stay apartment fall asleep complained loukas partner speak contractors figure things days construction noises time athens construction noise issue big deal,negative
92206,apartment great location wanting explore athens comfortable visit communication marina excellent issue arose washing machine dealt marina partner nice offered questions city downside noise level neighbourhood apartment floor busy street athens busy city experience recommend earplugs light sleepers great holiday apartment great price,positive
48419,dimitris great flexible flight delayed met arrived dimitris quick overview apartment area fantastic restaurant suggestionsthe apartment comfortable walking distance athens attractions tons great food,positive
26099,dora outstanding host cold water fruit ready room arrival eager assist queries accommodation athens general good recommendations invited friends apartment artistically decorated bright spacious direct access room beautiful balcony view athens finally air,positive
260111,absolutely outstanding apartment apartment literally stones throw acropolis literally street shops acropolis metro station min walk amazing restaurants surrounding vicky amazing host helped opted cab service option coordinated vicky managed minutes cab time delay flight satisfied stay stay visit athens apartment pictures sparkling clean extra cushions netflixamazon prime anastasis vicky left coffee snacks arrival awesome touch making feel highly recommend place views hosts athens,positive
115574,lot nice time late easy checkin recommendations deepdive athens stories flat nicely located close metro station students district missed recommend feel real spirit athens,positive
147487,perfect absolutely perfect minute book despina contact son helps bit kinder thoughtful helpful people locked flat midnight completely fault thirty minutes smile face worry flat comfortable couch bed amenities long stay week wanted perfect central street great restaurants cafes stay leave wait,positive
138658,evans place center athenes steps monastiraki metro station located blue airport transfers airport metro evan collector house unique lamps interesting anneta welcomed honestly brightest person kind offered place night didnt planned vacation troubles busses airport evans place thing called mattress warmer guess thing rocks bed warm hard leave bed parthenon balcony lot shops restaurants evans place worries food great,positive
67622,nice stay arrived late afternoon giorgos cousin welcomed good tips local tips athens motorcycle dinner drink great room located central mins walk syntagma square buy public transport ticket central room aprtment downside internetwifi connection pretty bad room stay survive,positive
270061,apartment great location minute walk acropolis attractions space clean comfortable issue hot water working konstantinos stefanos accommodating responsive great stay,positive
240892,main tourist area price reflected fairly clean apartment host neighbour apartment bad experience stay,neutral
