id,review,sentiment
566711,cute apartment lovely bathroom good bed comfy couch smaller photos listing location convenient large supermarket minutes minutes larissa station minutes victoria station area bad reputation honestly totally fine burner stove works cooking kitchen bit chore internet unstable slow short stay tourist issue recommended short stay,positive
115353,konstantina good host place beautiful clean located communication easy quick good experiencehowever problems relevant visitors winter wifi bad connect takes long time heat water shower min bit dangerous switch shower couple times forgot remembered bathroom switch night cold bedroom reason heating didnt work hope improvedin case konstantinas place great starting point discover athens,positive
529399,guys break review parts flat service provided flat bad pretty good dirty couch correctly functioning drainage shower slower advertised internet speed washing machine working initially missing trash bucket fine good parts flat big screen great quiet location good nice big terrace air conditioner room great service unsatisfied manager apartment handled stay respond internet apartment supposed mbps mbps wanted extend stay day time properly airbnb manager doesnt reply message evening washing machine apartment working resolve issue manager fair resolve issue hours kudos communication good offered compensation troubles,negative
579578,pleasure staying airbnb experience enjoyable shining star property undoubtedly fantastic locationthe checkin process seamless userfriendly host communicative provided clear concise instructionsthe property tidy comfortablehowever drawback impacted quality stay pillows comfortable greatly benefit upgrade excellent amenities poor quality pads unexpectedthe host excellent job maintaining property providing hospitable environment,positive
256214,enjoyed stay apartment clean location extremely convenient close metro station shops tavernsthe thing happened times bad smell coming bathroom solved issue cross ventilation door bathroom closed,positive
163569,stayed penthouse week time apartment lovely decorated stocked hosts welcoming friendly number case emergency left lots welcoming touches feel apartment extremely clean apartment situated close tube station calm quiet residential area walk station minutes recommend metro apartment staying bus airport arrival metro airport departure easier understand poor understanding greek language metro central athens sightsee plenty shops restaurants nearby stay visit athens,positive
260814,sophia extremely nice person responsive question answered minutes location good uphill notice athens downhill place clean safe water hot issues case older buildings sophias place wifi fast arrives late night option keys locked special box passcode extremely comfortable recommend visiting athens,positive
189407,nice apartment served family nicely clean beds comfortable bathrooms showers modern work weve lot bad bathrooms travels kitchen stocked washer dryer floor roof european airbnb ive stayed washer dryer location close walk sites tourist crowds importantly hostess iliana great care providing tips arranging transportation,positive
135417,absolutely great location checkin view balcony great stars table photos wardrobe space things backpack uncomfortable bathroom tiny washing face hands sink bathroom splashed biggest flaw smell air conditioning smell bathroom good place stay days trip problem unpacking luggage,positive
89685,visit nice enerally satisfied stay location great night club room clean comfortable thing considered pleasent noice street lack basic seasonings cold apartment arrived,positive
327111,great central location check process cumbersome location idealvery close acropolis museum national gardens restaurants door mini market nice owner great place stock water snacks space nice met hot water dispersalthe water turned ice cold minutes hopping shower major drawback confusing checkin process ahead stay host pdf guide apartment checkin instructions included arrived left coordinate text figure wifi reliable cell service luckily aforementioned kind market owner told key idea apartment number checkin process confusing host communicative helped arrange car service port,neutral
178644,positives excellent location centralnear public transport easy check passwords waiting negatives problem shutter bedroom reviews happened told moment night feel uncomfortable outsidethe day fixed door handles falling general nice place definetely improvements,neutral
412673,staying athens anna efis apartment location perfect beautifully renovated girls kind earlier check helped transfers place middle plaka monastiraki square easy walk acropolis highly recommend apartment disappointed cheers girls,positive
189060,host super nice airline lost bag flat perfect people close coffee shops supermarket metro acropolis major sites mins walk love stay time visit athens,positive
358378,nice clean apartment located center city minutes walk acropolis museum minutes subway good restaurants nearby arrived wait half hour key access apartment key box owner big deal lady contacted host explained nicely ans warmly olthe problem mention ive message host days left apartment thing entered house big small towels missing housei inspected house prepared inside left cleaning ladies didnt mistakedid rest tripi upset misunderstood host cheatscam monry checked left apartment message days left host situations reasons host bad person good experience recommend takes photos details evidence leave decide stay apartment,negative
482948,apartment located plaka district beautiful athens bars restaurants completely accesorized people shower bit uncomfortable communication straightforward owners flessibile requests,positive
63158,great host place conveniently located quiet amazing price hit combo hard beat,positive
492845,stay delightful greeted warmly spectacular views cold bottle greek white wine terrace spent time host pianist times hear practice fantastic leaving needed offered homemade greek pastry ice cream,positive
505530,apartment nice sophisticated spotlessly clean hospitality fridge kinds goodies kitchenware ful kind goods kinds coffee cocoa honey jam cornflakes table fruit chocolate croissants turned hadnt read house rules properly stated parking cars shorter longer watch poor landlord deal night helpful sort parking,positive
485489,wow elenis flat perfect location plaka easy access sites double decker buses plenty notch restaurants wonderful host time write detailed list great places authenticdelicious food minor issue flat handled terrific communication stay wonderful hostflat city acropolis prebuying ticket downloading guide phone head hill opening favorite vacation rental,positive
373361,place advertised nice room clean nice touches fountain balcony netflix logged account plenty house shower toilet clean spacious comfortable location apartment shady planning stay downtown athens issue city property recommend host visit business downtown,positive
476383,great super clean photos disappointed place tourist areas parking free parked street night good place stay athens,positive
469773,clean noisy night fault owner place location great accessible food shopping historical landmarks stay,positive
299962,beautiful apartment neighborhood athens metro airport drops minute walk neighborhood great bars cafes restaurants felt safe ton people hours night hear street noise apartment easy minute walk acropolis cold outdoor space spectacular summer stay perfect,positive
560161,happy apartment george joanna supportive great suggestions things area disappointed expected view acropolis balcony suggested pics case apartment area,neutral
410373,dorota helpful friendly person apartment great localization minutes normal walk acropolis syntagma square apartment great place drinks rudu bar chillout intensive sightseeing apartment thissio disctrict nice peaceful min walk metro station takes straight airport hard imagin place stay athens,positive
33367,konstantinos apartment perfect location visit historic athens minutes archeological promenade sites visit easy pedestrian friendly ramble apartment lovely bedrooms plenty space nicely appointed amenities felt relaxed comfortable communication terrific connected fine flight hours delayed nice guy sipping beer porch long day siteseeking lit parthenon cherry sundae,positive
187088,georges place perfect couple days athens helpful recommendations city super accessible issue washing machine,positive
99833,eleni wonderful host flexible late arrival athens lost luggageshe asked thoughtful elenis place cute comfortable clean safe hospitable water snacks coffee highly recommend host apartment eleni,positive
316496,great stay comfortable bed bath floor apartment heart athens unfortunate incident arriving town nefeli helpful needed address issue responsive helpful stay deck huge advertised incredible view acropolis,positive
63949,spiros welcoming apartment spacious clean listing great location close acropolis metro tram noise road rooms unfortunate terrible big city,negative
62569,teo super nice host picked airport things forgot helped sightseeing bars nightlife helpful saved time case needed didnt feel lost big unknown city big feel welcomed homely apartment big people atmosphere cozy thing apartment bit noisy great week enjoyed lot,positive
181571,place nice lot great features communication fantastic downfall people areas fact view balcony people streets shops rude friendly location pretty good didnt long work yellow scenic bus wanted young kids recommend place,positive
144138,apartment clean comfortable love toni apartments stayed apartment trip host dana helpful apartment arrived flight delayed hand key recommend friends stay apartments,positive
240679,recommend mother wonderful stay dhimitri annamarias place place beautiful decorated exceptionally clean spacious bright homey coffee wine fresh fruit snacks waiting arrival pleasure meeting dhimitri annamaria met apartment kind welcoming cousin communication superb easily reach dhimitri living athens months impressed place mother recommend beautiful place visiting athens disappointed,positive
492318,awesome apartment great location huge comfortable priced easy check friendly communication spyros issues downside fairly noisy layout apartment bit unfortunate bedroom street ground level street lot noise street early mornings noise travelled walls neighbours regular unlucky couple days great apartment phenomenal factor prevents star rating,positive
122897,equipped stylish spotlessly clean apartment close attractions comfortable min walk depending fast walk supermarkets minutes walk open till sunday larger wider range food meet hosts christos aleka provide excellent service quick response time point booking duration stay disappointed,neutral
427595,matias place cozy remodeled studio regular neighborhood close sites euro taxi acropolis nicely decorated rooftop terrace place clean equipped addition matias great host understanding delay arrival glitch customs responds queries great highly recommend,positive
407811,wow incredible airbnb host teach masterclass airbnb hosts manage airbnb perfect couple day great communication big clean airbnb building elevator units worked bed comfortable noise bars downstairs issue area general late issue,positive
67231,plenty space adults baby stratos baby crib easy minute walk restaurants minutes acropolis great circumstance airport pickup stratos kind offer pick airporthe itinerary knew traveling baby weeks ahead timethe day arrival wrote confirm country ride metro easy solution nice friend met open apartment disappointed meet stratos great reviews apartment fine,neutral
72164,enjoyed time athens accommodation super located neighborhood safe proximity view hill invites enjoy glass wine hill snowing athens glad open fireplace cold,positive
106478,stavroula amazing host communication helpful moment started planning trip athens stavroula easy talk helpful providing tons tips city time directions recommendations dining local shops condo pictures clean beautifully decorated stavroula welcomed wine fruits greek coffee great view central location walking distance acropolis main attractions safe area highly recommend condo disappointed,positive
35736,sylvia generous helpful waited metro station arrived lost athensbecause wrong phone card grateful kindness house beautiful sylvia offer,positive
411275,stay great apartment good size people share needed marianthi thought food great staples preparing meals highly recommend staying marianthis told area athens careful issues felt safe,positive
463457,summer place great check hours checking price heating apartment cold advertised jacuzzi water warm enoughi called host reply lack apartment ironing board place waste money shame,negative
304714,hosts fantastic giolena helpful minute arrived great suggestions places visit helped cab cab apartment great clean fabulous view balcony beds super comfy negative hot water showered bit cold shower didnt happen time great experience athens great place long weekend apartment close walk things,positive
155064,great location beautiful kolonaki central close heat wave apartment nice cold apartment lovely romanos great host friend feel,positive
573899,excellent apartment convenient location noisy young kids issue noise fully equipped good quality furniture appliances host professional cleaning details couch corners absolutely perfect choice case highly recommended,positive
492482,location setup helpful assistance katerina family limited budget simply outstanding highest recommendation,positive
462716,great location great apartment spaces faulty shower clean bed sheets dont fit bed mattress sleep cold autumn stayed aircon heat quiet nice decoration,positive
25839,good place clean located issues water heater parking space nightmare medium car audi,positive
421893,amazing host super helpful small issue resolved host apartment beautiful real life pictures location perfect center athens great timers stay host,positive
119165,place tiny facility hang clothes store luggage bed antiquated broken linen grubby big bed jammed tiny room making impossible crockery cooking utensils inadequate balcony dirty uncomfortable place based penthouse size dog house dont bok place park bench attractive,negative
514916,tasos great fast replies issues staying disappointed hot water situation water hot minutes message tasos sort paid house didnt hot water days tasos refund night kind case book house recommend spend bit place location amazing minutes acropolis booked originally didnt felt house located ground level hear walking talking streets kind creepy people knocking door fani recumbent girl easy house clean tasos helpful kind,negative
31437,location fantastic place explore athens studio perfect needed comfortable stay negative noise street nearby restaurant playing live music night hard time sleep patio doors closed light sleeper noise bother people lively city neighbourhoods toula meet person message kindly time respond questions lovely athens stay toula,positive
490310,nice place great city shops restaurants nearby calm street maria nice welcoming comfortable bed small kitchen window good shades sun light great design big screen netflix youtube wifi connection poor quality poor great bathroom washing machine bathroom door fixing closing,neutral
210237,comfortable stay airbnb athens location walked attractions wanted visit close main square syntagma acropolis monastiki mount lycabettus place bit smaller expected clean netflix works heaters issues nofrills stay solo traveller,positive
197151,zannat amazing host defintely stay friendly eager resolve location good close metro stations center neighberhood bad dodgy place surround bad easily cold asked fine buying additional heater agreed happy heating limitations winter problems internet solve happen leave huge money overal highly recommended,positive
446816,extremely nice experience staying mgm appartments impressed design ambiance flat level compared offers stylish designed good taste hard flat feel convenient inside appartments fully equipped watching machinelocation easiest access athens host helpful nice easygoing person making checkin checkout staying comfortably lot gonna athens time defenetly stay appartments,positive
187977,place good communication host rapid checkin time handled pretty place spacious great balcony supermarkets necessities renting apartment asked safety neighborhood host told issue renting messaged recommended safer order choose airbnb issues house shower doors broken uncomfortable case water,positive
168597,pretty apartment great facilities place tidy good condition amenities location nicely tucked whilst close walk central athens felt extremely safe worries wandering area late night property manager apartment kind courteous providing lots area providing taxi service airport neededcurrently building works door loud early waker shouldnt issue,positive
241608,photos sont belles ralit encore mieux lensemble lappartement refait neuf dcoration faite avec beaucoup bravo aris mre lappartement trs spacieux bien quip lits sont trs confortables climatisation fort agrablela communication trs facile avec aris nous trs bien accueilli dlivr nombreux conseilslappartement situ proximit mtro plein centre dathnes qui permet rejoindre diffrents sites visiterbref nhsitez venir chez aris vous serez dus photos beautiful reality apartment decoration tastefully bravo aris mother apartment spacious equipped beds comfortable air conditioning pleasantthe communication easy aris welcomed delivered advice apartment situated subway center athens join sites visited hesitate arishome disappointed,negative
14172,spacious appartement enjoyed location city centre close nice bars restaurants great breakfast places traffic street brings quietness nightthe appartement cleaned double bed good single bed uncomfortable child adultthe indoor plumbing improved bath tub bucket toilet simply pulling plug nicer relaxing bathcommunication responsive friendly,positive
102067,stayed loved athanasios provided desk work wifi perfect issues videocall people onceotherwise perfect fastest wifii offered airbnbs looked location convenient mini markets nearby actual super market storeys mins metro slopes acrpolis close big big,positive
150979,light bright basement apartment george responsive issues,neutral
496384,great place mirror bedroom tea towel kitchen flawless shower drains slowly issue,positive
7115,place great close hilton hotel clean small issue bedrooms doesnt daughter needed door open stay cool night great,positive
222163,starting start panos place lovely neighborhood slope gorgeous lycabettus hill safe super cute lot nice cafes bars bistros lot high rank politicians live nearby streets patrolled alarm officers mind business fact extra safety car prepared walking uphill perfect people trouble knees car city personally loved hike slope lycabettus hill loveliest things athens walk beautiful view simply spectacularthe flat convenient comfy practically arranged pretty cute loved sparkling bathroom bedroom elvira super sweet lady keys flat clean amazing work place shining place sugar jars spotless personally problem beds mattresses bad agree injured shoulders unfortunate loved place coldest nights bit smoke flat windows assumed burner nearby emitting big problem clear minall wonderful stay panos,positive
373051,missed fight sympathetic situation greece ill stay place,negative
479725,place clean instructions clear location excellent short issue wifi ive host solved eventually ive problemthe host didnt exchange word kind person talk host mind,neutral
463375,apartment spacious clean pictures communication smoothly asked questions receive reply tips advice communicated georgia kind small leakage bathroom staying apartment arranged plumber solve amenities appreciated location convenient walking distance acropolis lots bakeries restaurants nearby toothe issue traffic noise hear sleeping difficult sleep thing door handle bathrooms loose making hesitant lock dooraltogether nice place stay visiting athens enjoyed stay,positive
50818,continuation previous review issue scheduling continuous booking calendar miltos work great time athens awesome location miltos excellent host,positive
25883,flat light breezy windows open husband perfectly suitable issue arrival parking main reason booked flat parking premises arrived told parking street minutes cars shuffled car accommodated building carport extremely grateful care keeping guests happy,positive
361734,great spot great location local eateries corner block famous half note jazz club clean safe quiet area thing mobility issues crutches cane isnt place lot hills steep areas perfect,positive
20763,stay great yorgo helena feel welcomed provided lots city spacious needed comfortable hosts friendly understanding flight delayed arrived discussed location perfect bus apartment small markets nearby apartment acropolis provide tips bus metro glad decision stay,positive
82520,photographs fault,negative
141697,partner year stayed natasas place nights july perfect apartment great location wonderful national gardens short walk syntagma plaka monastiraki son loved family friendly open plan livingbedroom layout apartment small balconies cool quiet retreat spending day searing heat summer natasa great communicating prior arrival extremely accommodating generous specific requests travelling baby providing high chair baby plates cutlery cot sheetblanket detailed maps local amenities restaurants offer provide needed apartment clean kitchen equipped helpful meant cookeat days check inout easy minor issue toilet stay dealt swiftly efficiently inconvenience natasa perfect host hope stay place,positive
570976,emphasize terrible experience pascal airbnb extremely unresponsive answer calls texts waiting check athens airport instructions apartment left waiting lobby kind neighbour locate water pressure shower warm water freezing cold sheets washed prior arrival patio door left open windows cracked hair bed,negative
202170,positioned nice apartment issue caused loosing hours stay night correctly explained lock door fotis apartment equipped images realistic nice style helpful night awesome timethanks,positive
406932,amazing host friendly helpful apartment nice safe location good bad thing building balcony view view kitchen bathroom windows kind weird ugly,positive
473281,chic apartment favorite athens living space kitchen lovelythe appliances brand kitchen pretty stocked loved paper towels tinfoil olive oil light morning afternoon warm serene couch bit hard uncomfortable sitting long walk hip coffee shops restaurants citys sites appreciated shower bed didnt talk hosts swell pretty standard automated message customized guests understand people busy lovely stay recommend,positive
316591,apartment amazing start holiday greece location stunning remember visit terrace unique unobstracted view acropolis katerina arranged warm bottle greek wine ingredients breakfast fridge document suggestions things athens appreciated downside accommodation bed uncomfortable enjoy nights sleep high recommendation,positive
224874,apartment perfect location minutes acropolis minutes loads restaurants supermarkets bars walked issues google maps facilities basic needed stove topgrill lovely bathroom cook meals ideal backpackers budget shower amazing needed long day exploring athensthe apartment small people suited issue athens couple nights,positive
375328,nice place hard sleep night loud dog door rock concert enjoyed stay bit,positive
333980,big space great location tall person shower challenge bed harder firm bad suited check easy,positive
281626,great apartment location extremely happy choice guest professional organised parking issue kolonaki,positive
480461,booked airbnb good reviews read didnt enjoy staying biggest issue isolation hear single noise coming flats privacy windows horrible sleep noise cold coming neighbours clean ecxept dead mosqitos walls impossible avoide lots coming gaps windows smell coming toilet sink heating machine bathroom wierdest noise hot water building located inside hall restauranetpub people smoke inside time smoke smell inside flat location good close metro min walk plaka central places athens lights time electrisity issue flats cheap stay central athens cheap expect issues accur stay communication hosts good problems issues solved unfortunetly reccomend staying,negative
260332,wonderful place koukaki area close amenities including hip cafes trendy restaurants good tavernas terrace lovely feel view athens high parthenon buildings check super easy reservation team quick respond cater issues stay highlight great list local bar cafes restaurant recommendations shared nice place unique features greatly recommended,positive
150181,stayed maria place nights absolutely loved shops bars coffee shops restaurants close view fact spent bit time watching lights athens acropolis easy taxi ride plaka monastiraki dostricts preferred safe quiet neighbour hood stay closer acropolis area maria delightful helpful taxi crazy driver communicate poor greek speaking ability spoke phone address directions house clean lift massive bonus sad toleave lovely apartment pictures,positive
412378,beautiful flat great neighbourhood pretty walking distance places small issue electricity agent check works flat satisfied stay,positive
279447,enjoyed stay natalias flat lot doesnt speak english husband accompanied explain details flat nice brand modern felt comfortable balcony chill kitchen suitable cook breakfast people minus point natalia googlemaps bad didnt understand bus athens walk metro station city center busses didnt properly recommend flat location close nice quarter restaurants bars lot locals stay,neutral
530793,super nice friendly hostess place cold stay chicken soup extremely thankful forthe apartment neat tidy nice bathroom great shower bed great mattress good experience shared place,positive
232462,pros room updated furnished wonderfully netflix patio nice beautiful view kettle provided boil water water refrigerate buying water bottles constantly wifi worked incredibly wellcons hot water shower work prepared shower cold bed dips middleoverall stay hot water problem place beautiful renovated communication perfect host location amazing central metro corner alarmed building buildings athens beat inside beautiful,positive
336426,antzey socrates kind socrates incredibly fast responding helping needed airline lost mothers luggage number time talking control status finally received great day athens helped reserving taxi appointed responded awake midnight check taxi driver great,positive
471270,place offers great central location busiest streets athens shoppingthe apartment small nicely decorated fairly equipped oven simply recommend place light sleepers sound isolation poor existent ear plugs save night,positive
332412,julies place astonishingvery good location checkin checkout problem place roof floor building usthe place wall windows amazing view athen january cold wall windows central heating heating road frequent windows hard fall asleep quick fall sleeperonly things bother spotlessly,positive
514458,fantastic stay shias place danny extremely helpful fixed issues flat location perfect walking distance favorite cafes restaurants amazing secret rooftop view acropolis wait athens stay flat,positive
359163,beautiful apartment stayed week needed apartment close metro lines center walk hour area typical athens hard free parking paid,positive
395230,host excellent helpful location good slight issue busy main road,positive
308790,panagiotis place amazing clean accurate compared listing stunning view akropolis athens nice hard leave balcony evening love day,positive
38085,chris sweet works hard room apartment comfortable shower small chris towels clean sheets location perfectly situated metro instructions place close scene sensitive loudbusy streets place chris helpful helping plan day apartment nice older building sparkling clear chris values cleanliness keeping guests comfortable chris,positive
223417,stayed months stay good small fantastic stay happened light bulbs close air gaps wallswindows shower head deal breaker big difference long staypositives house equipped long stay including kitchen wares basic toiletries cleaning supplies location good metro street weekly market tuesdays block huge bonus space house people problem fine excellent upstairs outdoor space surfaces easy clean nice big windows brand kind host host space hovering stay fantastic falafel restaurant corner convenience stores mikel negatives wifi strong work tasks mbps mbps eventually work host request wifi speed test booking communication times days messages ahold host excellent helpful host promised couple fixes happened house november december extremely cold insulation lots places air enter meaning heaters frequently rating stars,positive
415620,fantastic hosts great location remarkable view hesitation stayed height summer real appeal place outdoors pretty limited indoors small price,positive
272493,photos professionally appartment amazing bit tired reality appartments company stayed issues windows noise street goodness lockdown cars people draft feel cold air coming bed black curtains dont cover windows place dusty smelled stale cigaret smoke appartment smoking bedrooms store baby cot hoover extra bedding mattress open shelving messy,negative
205812,elena amazing host airbnb experience apartment spotlessly clean equipped super comfortable central didnt hrs athens elenas arranging airport transfer helping restaurant reservations amazing location managed squeeze glad elena fabulous apartment picky single fault apartment felt safe quiet needed dont hesitate stay love,positive
97540,fabulous place perfectly located turn corner syntagma square walking distance apartment fabulous bathrooms high kitchen beautiful decor chic coffee shops good bites entrance bonus highly highly recommend alexis place disappointed,positive
2842,location central acropolis walking distance major sites including plaka apartment floor clean roomy large bedrooms washer issues andronike quick respond enquiries stay helped arrange dimitris pick airport sophia meet apartment provide orientation highly recommend apartment,positive
522281,responsive flexible host downside place bad wifi train,neutral
274218,wonderful place studio perfectly located tour athens spotlessly clean georgina kind meet late night plane delayed,positive
154362,thing place location center close train station easily walk main attractions restaurants markets place pictures bathroom glass door minimum privacythe worst sleeping night sofa bed living room sofa good music street loud week late hours bedroom didnt face issue satisfied recommend place location worth money,positive
274591,marias house big equipped location nice area good reputation neighborhood expected perfect fresh cookies cold water fridge easy feel homeand located close shop public transportation nice restaurant people discovered athens good place stay,positive
91922,nice located flat close spacious good quality mattress pleasure breakfast morning sun terrace view acropolis felt bit hard warm flat heating cold athens cold wave cool taste decoration,positive
284645,great stay family clean quiet decoration pictures matilda leonidas explain appartement min metro feel walking min bit cold flat winter extra radiator blanket knew contact matilda leonidas time helpful recommend,positive
467233,great staythe balconyterrace awesome wonderful view room working treat hot athens interior tasteful nice bathroom kitchen amenities needed large netflix working wifi wished forthe area super central sought great places walking distance touristy allthere small issue door lock alexander solved short time drove hand key againtwo smaller issues wanted mention sleeping couch smaller adult night comfortable suited kid noise coming elevators woke morningsoverall stay absolutely awesome book,positive
29798,convenience location beat view acropolis beat experience monastiraki beat yota kind generous host great company great insider perspective area share beer laugh place yota missed dont free room,positive
16943,place explained veerrryyy close plaka walking distance perspective love walk problem decided taxi close minutes max depending close place perfect opinion based limit appliance electricity outwe issues warnedif recall arriving appliances timeoverall price great stay,positive
11307,stayed nights day guys live athens great accommodating plane delayed organised taxi airport late time explain apartment talk map city relation apartment apartment good view fantasticit absolutely boiling athens bonus air bedroom shaded balcony,positive
515064,georges place absolutely perfect views acropolis apartment area safe neighborhood walking distance bakeries restaurants acropolis acropolis museum george arranged pickup dropoff wife airport note living space small people problem wanted athens excellent stay beautiful views disappointed location,positive
190592,nice apartment good facilities air conditioning coffee complimentary items fridge arrival location good bad close metro station,positive
